time_s,p_rads,q_rads,r_rads,H_inertial_mag,T_rot_J,T_drift_rel
26.3200000000,-0.0058962654,-0.0248365448,0.0360677838,0.0004095471,0.0000089860,-0.9952433472
26.3250000000,-0.0058904975,-0.0248256554,0.0360488609,0.0004093412,0.0000089770,-0.9952481215
26.3300000000,-0.0058847351,-0.0248147698,0.0360299484,0.0004091354,0.0000089680,-0.9952528911
26.3350000000,-0.0058789783,-0.0248038879,0.0360110462,0.0004089297,0.0000089590,-0.9952576558
26.3400000000,-0.0058732271,-0.0247930099,0.0359921543,0.0004087241,0.0000089500,-0.9952624158
26.3450000000,-0.0058674815,-0.0247821357,0.0359732727,0.0004085186,0.0000089410,-0.9952671709
26.3500000000,-0.0058617415,-0.0247712653,0.0359544013,0.0004083132,0.0000089320,-0.9952719213
26.3550000000,-0.0058560071,-0.0247603988,0.0359355403,0.0004081079,0.0000089231,-0.9952766668
26.3600000000,-0.0058502783,-0.0247495360,0.0359166896,0.0004079027,0.0000089141,-0.9952814076
26.3650000000,-0.0058445550,-0.0247386770,0.0358978491,0.0004076976,0.0000089052,-0.9952861437
26.3700000000,-0.0058388373,-0.0247278219,0.0358790189,0.0004074927,0.0000088962,-0.9952908749
26.3750000000,-0.0058331251,-0.0247169706,0.0358601990,0.0004072878,0.0000088873,-0.9952956014
26.3800000000,-0.0058274185,-0.0247061231,0.0358413893,0.0004070830,0.0000088784,-0.9953003231
26.3850000000,-0.0058217175,-0.0246952793,0.0358225898,0.0004068783,0.0000088695,-0.9953050401
26.3900000000,-0.0058160220,-0.0246844395,0.0358038007,0.0004066738,0.0000088606,-0.9953097523
26.3950000000,-0.0058103320,-0.0246736034,0.0357850217,0.0004064693,0.0000088517,-0.9953144598
26.4000000000,-0.0058046476,-0.0246627711,0.0357662530,0.0004062649,0.0000088428,-0.9953191625
26.4050000000,-0.0057989686,-0.0246519427,0.0357474945,0.0004060607,0.0000088339,-0.9953238605
26.4100000000,-0.0057932953,-0.0246411180,0.0357287463,0.0004058565,0.0000088250,-0.9953285538
26.4150000000,-0.0057876274,-0.0246302972,0.0357100082,0.0004056525,0.0000088162,-0.9953332423
26.4200000000,-0.0057819650,-0.0246194802,0.0356912804,0.0004054485,0.0000088073,-0.9953379261
26.4250000000,-0.0057763082,-0.0246086670,0.0356725628,0.0004052447,0.0000087985,-0.9953426052
26.4300000000,-0.0057706568,-0.0245978576,0.0356538553,0.0004050410,0.0000087897,-0.9953472796
26.4350000000,-0.0057650109,-0.0245870520,0.0356351581,0.0004048373,0.0000087808,-0.9953519493
26.4400000000,-0.0057593706,-0.0245762503,0.0356164710,0.0004046338,0.0000087720,-0.9953566143
26.4450000000,-0.0057537357,-0.0245654523,0.0355977941,0.0004044303,0.0000087632,-0.9953612746
26.4500000000,-0.0057481063,-0.0245546582,0.0355791274,0.0004042270,0.0000087544,-0.9953659302
26.4550000000,-0.0057424823,-0.0245438679,0.0355604709,0.0004040238,0.0000087456,-0.9953705811
26.4600000000,-0.0057368639,-0.0245330814,0.0355418245,0.0004038207,0.0000087369,-0.9953752273
26.4650000000,-0.0057312509,-0.0245222987,0.0355231883,0.0004036176,0.0000087281,-0.9953798688
26.4700000000,-0.0057256433,-0.0245115198,0.0355045622,0.0004034147,0.0000087193,-0.9953845057
26.4750000000,-0.0057200412,-0.0245007448,0.0354859463,0.0004032119,0.0000087106,-0.9953891379
26.4800000000,-0.0057144446,-0.0244899735,0.0354673405,0.0004030092,0.0000087018,-0.9953937654
26.4850000000,-0.0057088534,-0.0244792061,0.0354487448,0.0004028066,0.0000086931,-0.9953983883
26.4900000000,-0.0057032676,-0.0244684425,0.0354301593,0.0004026041,0.0000086844,-0.9954030065
26.4950000000,-0.0056976873,-0.0244576827,0.0354115838,0.0004024017,0.0000086757,-0.9954076201
26.5000000000,-0.0056921124,-0.0244469268,0.0353930185,0.0004021994,0.0000086670,-0.9954122290
26.5050000000,-0.0056865429,-0.0244361746,0.0353744633,0.0004019972,0.0000086583,-0.9954168333
26.5100000000,-0.0056809788,-0.0244254263,0.0353559182,0.0004017951,0.0000086496,-0.9954214329
26.5150000000,-0.0056754202,-0.0244146817,0.0353373832,0.0004015931,0.0000086409,-0.9954260279
26.5200000000,-0.0056698669,-0.0244039410,0.0353188583,0.0004013912,0.0000086322,-0.9954306183
26.5250000000,-0.0056643191,-0.0243932041,0.0353003434,0.0004011894,0.0000086236,-0.9954352041
26.5300000000,-0.0056587766,-0.0243824711,0.0352818387,0.0004009877,0.0000086149,-0.9954397852
26.5350000000,-0.0056532396,-0.0243717418,0.0352633440,0.0004007861,0.0000086063,-0.9954443617
26.5400000000,-0.0056477079,-0.0243610164,0.0352448594,0.0004005846,0.0000085976,-0.9954489337
26.5450000000,-0.0056421816,-0.0243502948,0.0352263848,0.0004003832,0.0000085890,-0.9954535010
26.5500000000,-0.0056366607,-0.0243395770,0.0352079203,0.0004001819,0.0000085804,-0.9954580637
26.5550000000,-0.0056311451,-0.0243288630,0.0351894658,0.0003999807,0.0000085718,-0.9954626218
26.5600000000,-0.0056256350,-0.0243181528,0.0351710214,0.0003997797,0.0000085632,-0.9954671754
26.5650000000,-0.0056201301,-0.0243074465,0.0351525870,0.0003995787,0.0000085546,-0.9954717243
26.5700000000,-0.0056146307,-0.0242967439,0.0351341626,0.0003993778,0.0000085460,-0.9954762687
26.5750000000,-0.0056091365,-0.0242860452,0.0351157483,0.0003991770,0.0000085374,-0.9954808085
26.5800000000,-0.0056036478,-0.0242753503,0.0350973439,0.0003989764,0.0000085288,-0.9954853437
26.5850000000,-0.0055981643,-0.0242646593,0.0350789496,0.0003987758,0.0000085203,-0.9954898744
26.5900000000,-0.0055926862,-0.0242539720,0.0350605653,0.0003985753,0.0000085117,-0.9954944005
26.5950000000,-0.0055872135,-0.0242432886,0.0350421910,0.0003983749,0.0000085032,-0.9954989220
26.6000000000,-0.0055817460,-0.0242326089,0.0350238267,0.0003981747,0.0000084947,-0.9955034390
26.6050000000,-0.0055762839,-0.0242219331,0.0350054724,0.0003979745,0.0000084861,-0.9955079515
26.6100000000,-0.0055708271,-0.0242112612,0.0349871280,0.0003977744,0.0000084776,-0.9955124594
26.6150000000,-0.0055653756,-0.0242005930,0.0349687936,0.0003975745,0.0000084691,-0.9955169627
26.6200000000,-0.0055599294,-0.0241899286,0.0349504692,0.0003973746,0.0000084606,-0.9955214615
26.6250000000,-0.0055544885,-0.0241792681,0.0349321548,0.0003971748,0.0000084521,-0.9955259558
26.6300000000,-0.0055490528,-0.0241686114,0.0349138503,0.0003969752,0.0000084436,-0.9955304456
26.6350000000,-0.0055436225,-0.0241579585,0.0348955558,0.0003967756,0.0000084352,-0.9955349309
26.6400000000,-0.0055381975,-0.0241473094,0.0348772712,0.0003965761,0.0000084267,-0.9955394116
26.6450000000,-0.0055327777,-0.0241366642,0.0348589965,0.0003963768,0.0000084182,-0.9955438878
26.6500000000,-0.0055273632,-0.0241260228,0.0348407318,0.0003961775,0.0000084098,-0.9955483595
26.6550000000,-0.0055219540,-0.0241153851,0.0348224770,0.0003959784,0.0000084014,-0.9955528267
26.6600000000,-0.0055165501,-0.0241047514,0.0348042322,0.0003957793,0.0000083929,-0.9955572895
26.6650000000,-0.0055111514,-0.0240941214,0.0347859972,0.0003955804,0.0000083845,-0.9955617477
26.6700000000,-0.0055057579,-0.0240834952,0.0347677722,0.0003953815,0.0000083761,-0.9955662014
26.6750000000,-0.0055003697,-0.0240728729,0.0347495571,0.0003951827,0.0000083677,-0.9955706507
26.6800000000,-0.0054949868,-0.0240622544,0.0347313518,0.0003949841,0.0000083593,-0.9955750954
26.6850000000,-0.0054896091,-0.0240516397,0.0347131565,0.0003947855,0.0000083509,-0.9955795357
26.6900000000,-0.0054842366,-0.0240410288,0.0346949710,0.0003945871,0.0000083425,-0.9955839716
26.6950000000,-0.0054788693,-0.0240304217,0.0346767955,0.0003943887,0.0000083342,-0.9955884029
26.7000000000,-0.0054735073,-0.0240198185,0.0346586298,0.0003941905,0.0000083258,-0.9955928298
26.7050000000,-0.0054681505,-0.0240092191,0.0346404740,0.0003939923,0.0000083174,-0.9955972523
26.7100000000,-0.0054627989,-0.0239986235,0.0346223280,0.0003937942,0.0000083091,-0.9956016703
26.7150000000,-0.0054574525,-0.0239880317,0.0346041919,0.0003935963,0.0000083007,-0.9956060838
26.7200000000,-0.0054521113,-0.0239774437,0.0345860656,0.0003933984,0.0000082924,-0.9956104929
26.7250000000,-0.0054467753,-0.0239668596,0.0345679492,0.0003932007,0.0000082841,-0.9956148976
26.7300000000,-0.0054414445,-0.0239562793,0.0345498427,0.0003930030,0.0000082758,-0.9956192978
26.7350000000,-0.0054361189,-0.0239457028,0.0345317459,0.0003928055,0.0000082675,-0.9956236936
26.7400000000,-0.0054307985,-0.0239351301,0.0345136590,0.0003926080,0.0000082592,-0.9956280850
26.7450000000,-0.0054254832,-0.0239245612,0.0344955820,0.0003924107,0.0000082509,-0.9956324719
26.7500000000,-0.0054201731,-0.0239139962,0.0344775147,0.0003922134,0.0000082426,-0.9956368545
26.7550000000,-0.0054148682,-0.0239034349,0.0344594573,0.0003920162,0.0000082343,-0.9956412326
26.7600000000,-0.0054095685,-0.0238928775,0.0344414096,0.0003918192,0.0000082261,-0.9956456063
26.7650000000,-0.0054042739,-0.0238823239,0.0344233718,0.0003916222,0.0000082178,-0.9956499756
26.7700000000,-0.0053989845,-0.0238717742,0.0344053437,0.0003914254,0.0000082096,-0.9956543405
26.7750000000,-0.0053937002,-0.0238612282,0.0343873255,0.0003912286,0.0000082013,-0.9956587010
26.7800000000,-0.0053884210,-0.0238506861,0.0343693170,0.0003910320,0.0000081931,-0.9956630572
26.7850000000,-0.0053831470,-0.0238401478,0.0343513183,0.0003908354,0.0000081849,-0.9956674089
26.7900000000,-0.0053778781,-0.0238296133,0.0343333293,0.0003906389,0.0000081767,-0.9956717563
26.7950000000,-0.0053726144,-0.0238190826,0.0343153502,0.0003904426,0.0000081685,-0.9956760993
26.8000000000,-0.0053673558,-0.0238085558,0.0342973808,0.0003902463,0.0000081603,-0.9956804379
26.8050000000,-0.0053621023,-0.0237980328,0.0342794211,0.0003900502,0.0000081521,-0.9956847721
26.8100000000,-0.0053568539,-0.0237875135,0.0342614712,0.0003898541,0.0000081439,-0.9956891020
26.8150000000,-0.0053516106,-0.0237769981,0.0342435311,0.0003896581,0.0000081357,-0.9956934276
26.8200000000,-0.0053463724,-0.0237664866,0.0342256006,0.0003894623,0.0000081276,-0.9956977487
26.8250000000,-0.0053411394,-0.0237559788,0.0342076799,0.0003892665,0.0000081194,-0.9957020656
26.8300000000,-0.0053359114,-0.0237454749,0.0341897690,0.0003890708,0.0000081113,-0.9957063780
26.8350000000,-0.0053306885,-0.0237349748,0.0341718677,0.0003888753,0.0000081031,-0.9957106862
26.8400000000,-0.0053254707,-0.0237244785,0.0341539762,0.0003886798,0.0000080950,-0.9957149900
26.8450000000,-0.0053202579,-0.0237139860,0.0341360943,0.0003884844,0.0000080869,-0.9957192894
26.8500000000,-0.0053150503,-0.0237034973,0.0341182222,0.0003882891,0.0000080788,-0.9957235846
26.8550000000,-0.0053098477,-0.0236930125,0.0341003598,0.0003880940,0.0000080707,-0.9957278754
26.8600000000,-0.0053046502,-0.0236825315,0.0340825070,0.0003878989,0.0000080626,-0.9957321619
26.8650000000,-0.0052994577,-0.0236720543,0.0340646640,0.0003877039,0.0000080545,-0.9957364441
26.8700000000,-0.0052942703,-0.0236615809,0.0340468306,0.0003875090,0.0000080464,-0.9957407220
26.8750000000,-0.0052890880,-0.0236511113,0.0340290069,0.0003873143,0.0000080383,-0.9957449955
26.8800000000,-0.0052839107,-0.0236406456,0.0340111929,0.0003871196,0.0000080303,-0.9957492648
26.8850000000,-0.0052787384,-0.0236301836,0.0339933885,0.0003869250,0.0000080222,-0.9957535298
26.8900000000,-0.0052735712,-0.0236197255,0.0339755938,0.0003867305,0.0000080142,-0.9957577904
26.8950000000,-0.0052684089,-0.0236092712,0.0339578087,0.0003865361,0.0000080061,-0.9957620468
26.9000000000,-0.0052632518,-0.0235988207,0.0339400333,0.0003863418,0.0000079981,-0.9957662989
26.9050000000,-0.0052580996,-0.0235883741,0.0339222675,0.0003861476,0.0000079901,-0.9957705467
26.9100000000,-0.0052529525,-0.0235779313,0.0339045114,0.0003859536,0.0000079820,-0.9957747903
26.9150000000,-0.0052478104,-0.0235674922,0.0338867648,0.0003857596,0.0000079740,-0.9957790296
26.9200000000,-0.0052426732,-0.0235570570,0.0338690279,0.0003855657,0.0000079660,-0.9957832646
26.9250000000,-0.0052375411,-0.0235466256,0.0338513006,0.0003853719,0.0000079580,-0.9957874953
26.9300000000,-0.0052324140,-0.0235361981,0.0338335830,0.0003851782,0.0000079501,-0.9957917218
26.9350000000,-0.0052272919,-0.0235257743,0.0338158749,0.0003849846,0.0000079421,-0.9957959441
26.9400000000,-0.0052221747,-0.0235153544,0.0337981764,0.0003847911,0.0000079341,-0.9958001620
26.9450000000,-0.0052170626,-0.0235049383,0.0337804876,0.0003845977,0.0000079261,-0.9958043758
26.9500000000,-0.0052119554,-0.0234945260,0.0337628083,0.0003844043,0.0000079182,-0.9958085853
26.9550000000,-0.0052068532,-0.0234841175,0.0337451386,0.0003842111,0.0000079102,-0.9958127905
26.9600000000,-0.0052017559,-0.0234737128,0.0337274785,0.0003840180,0.0000079023,-0.9958169916
26.9650000000,-0.0051966637,-0.0234633120,0.0337098279,0.0003838250,0.0000078944,-0.9958211884
26.9700000000,-0.0051915763,-0.0234529149,0.0336921869,0.0003836321,0.0000078865,-0.9958253809
26.9750000000,-0.0051864940,-0.0234425217,0.0336745555,0.0003834393,0.0000078786,-0.9958295693
26.9800000000,-0.0051814166,-0.0234321323,0.0336569336,0.0003832465,0.0000078706,-0.9958337534
26.9850000000,-0.0051763441,-0.0234217467,0.0336393213,0.0003830539,0.0000078628,-0.9958379334
26.9900000000,-0.0051712766,-0.0234113650,0.0336217185,0.0003828614,0.0000078549,-0.9958421091
26.9950000000,-0.0051662140,-0.0234009870,0.0336041253,0.0003826690,0.0000078470,-0.9958462806
27.0000000000,-0.0051611563,-0.0233906129,0.0335865416,0.0003824766,0.0000078391,-0.9958504479
27.0050000000,-0.0051561036,-0.0233802426,0.0335689674,0.0003822844,0.0000078312,-0.9958546111
27.0100000000,-0.0051510558,-0.0233698761,0.0335514027,0.0003820922,0.0000078234,-0.9958587700
27.0150000000,-0.0051460129,-0.0233595134,0.0335338476,0.0003819002,0.0000078155,-0.9958629248
27.0200000000,-0.0051409749,-0.0233491545,0.0335163019,0.0003817083,0.0000078077,-0.9958670753
27.0250000000,-0.0051359418,-0.0233387994,0.0334987658,0.0003815164,0.0000077999,-0.9958712217
27.0300000000,-0.0051309136,-0.0233284482,0.0334812391,0.0003813247,0.0000077920,-0.9958753640
27.0350000000,-0.0051258903,-0.0233181008,0.0334637220,0.0003811330,0.0000077842,-0.9958795020
27.0400000000,-0.0051208719,-0.0233077572,0.0334462143,0.0003809414,0.0000077764,-0.9958836359
27.0450000000,-0.0051158584,-0.0232974174,0.0334287162,0.0003807500,0.0000077686,-0.9958877656
27.0500000000,-0.0051108498,-0.0232870814,0.0334112275,0.0003805586,0.0000077608,-0.9958918912
27.0550000000,-0.0051058461,-0.0232767492,0.0333937482,0.0003803673,0.0000077530,-0.9958960126
27.0600000000,-0.0051008472,-0.0232664209,0.0333762785,0.0003801762,0.0000077453,-0.9959001299
27.0650000000,-0.0050958532,-0.0232560963,0.0333588182,0.0003799851,0.0000077375,-0.9959042430
27.0700000000,-0.0050908641,-0.0232457756,0.0333413673,0.0003797941,0.0000077297,-0.9959083520
27.0750000000,-0.0050858798,-0.0232354587,0.0333239259,0.0003796032,0.0000077220,-0.9959124569
27.0800000000,-0.0050809004,-0.0232251456,0.0333064940,0.0003794124,0.0000077142,-0.9959165576
27.0850000000,-0.0050759258,-0.0232148363,0.0332890714,0.0003792218,0.0000077065,-0.9959206542
27.0900000000,-0.0050709561,-0.0232045308,0.0332716584,0.0003790312,0.0000076987,-0.9959247467
27.0950000000,-0.0050659912,-0.0231942291,0.0332542547,0.0003788407,0.0000076910,-0.9959288350
27.1000000000,-0.0050610312,-0.0231839313,0.0332368605,0.0003786503,0.0000076833,-0.9959329193
27.1050000000,-0.0050560760,-0.0231736373,0.0332194756,0.0003784600,0.0000076756,-0.9959369994
27.1100000000,-0.0050511256,-0.0231633470,0.0332021002,0.0003782698,0.0000076679,-0.9959410754
27.1150000000,-0.0050461800,-0.0231530606,0.0331847342,0.0003780796,0.0000076602,-0.9959451473
27.1200000000,-0.0050412393,-0.0231427780,0.0331673776,0.0003778896,0.0000076525,-0.9959492152
27.1250000000,-0.0050363033,-0.0231324992,0.0331500304,0.0003776997,0.0000076448,-0.9959532789
27.1300000000,-0.0050313722,-0.0231222243,0.0331326925,0.0003775099,0.0000076372,-0.9959573385
27.1350000000,-0.0050264459,-0.0231119531,0.0331153641,0.0003773201,0.0000076295,-0.9959613941
27.1400000000,-0.0050215244,-0.0231016857,0.0330980450,0.0003771305,0.0000076219,-0.9959654456
27.1450000000,-0.0050166076,-0.0230914222,0.0330807353,0.0003769410,0.0000076142,-0.9959694930
27.1500000000,-0.0050116957,-0.0230811625,0.0330634350,0.0003767515,0.0000076066,-0.9959735363
27.1550000000,-0.0050067886,-0.0230709065,0.0330461440,0.0003765622,0.0000075989,-0.9959775756
27.1600000000,-0.0050018862,-0.0230606544,0.0330288624,0.0003763729,0.0000075913,-0.9959816108
27.1650000000,-0.0049969886,-0.0230504061,0.0330115901,0.0003761838,0.0000075837,-0.9959856419
27.1700000000,-0.0049920958,-0.0230401616,0.0329943271,0.0003759947,0.0000075761,-0.9959896690
27.1750000000,-0.0049872077,-0.0230299209,0.0329770736,0.0003758058,0.0000075685,-0.9959936920
27.1800000000,-0.0049823244,-0.0230196841,0.0329598293,0.0003756169,0.0000075609,-0.9959977110
27.1850000000,-0.0049774459,-0.0230094510,0.0329425944,0.0003754281,0.0000075533,-0.9960017259
27.1900000000,-0.0049725721,-0.0229992218,0.0329253687,0.0003752394,0.0000075457,-0.9960057368
27.1950000000,-0.0049677031,-0.0229889963,0.0329081525,0.0003750509,0.0000075382,-0.9960097436
27.2000000000,-0.0049628388,-0.0229787747,0.0328909455,0.0003748624,0.0000075306,-0.9960137465
27.2050000000,-0.0049579792,-0.0229685568,0.0328737478,0.0003746740,0.0000075231,-0.9960177453
27.2100000000,-0.0049531244,-0.0229583428,0.0328565594,0.0003744857,0.0000075155,-0.9960217400
27.2150000000,-0.0049482744,-0.0229481326,0.0328393803,0.0003742975,0.0000075080,-0.9960257308
27.2200000000,-0.0049434290,-0.0229379262,0.0328222105,0.0003741094,0.0000075004,-0.9960297175
27.2250000000,-0.0049385884,-0.0229277236,0.0328050500,0.0003739214,0.0000074929,-0.9960337002
27.2300000000,-0.0049337524,-0.0229175248,0.0327878988,0.0003737335,0.0000074854,-0.9960376790
27.2350000000,-0.0049289212,-0.0229073298,0.0327707568,0.0003735456,0.0000074779,-0.9960416537
27.2400000000,-0.0049240947,-0.0228971386,0.0327536241,0.0003733579,0.0000074704,-0.9960456244
27.2450000000,-0.0049192729,-0.0228869513,0.0327365007,0.0003731703,0.0000074629,-0.9960495911
27.2500000000,-0.0049144559,-0.0228767677,0.0327193865,0.0003729827,0.0000074554,-0.9960535538
27.2550000000,-0.0049096435,-0.0228665880,0.0327022816,0.0003727953,0.0000074479,-0.9960575126
27.2600000000,-0.0049048357,-0.0228564120,0.0326851859,0.0003726079,0.0000074405,-0.9960614673
27.2650000000,-0.0049000327,-0.0228462398,0.0326680995,0.0003724207,0.0000074330,-0.9960654181
27.2700000000,-0.0048952344,-0.0228360715,0.0326510223,0.0003722335,0.0000074255,-0.9960693649
27.2750000000,-0.0048904407,-0.0228259070,0.0326339543,0.0003720465,0.0000074181,-0.9960733078
27.2800000000,-0.0048856517,-0.0228157462,0.0326168955,0.0003718595,0.0000074107,-0.9960772466
27.2850000000,-0.0048808674,-0.0228055893,0.0325998460,0.0003716726,0.0000074032,-0.9960811815
27.2900000000,-0.0048760877,-0.0227954362,0.0325828057,0.0003714858,0.0000073958,-0.9960851125
27.2950000000,-0.0048713127,-0.0227852869,0.0325657746,0.0003712992,0.0000073884,-0.9960890395
27.3000000000,-0.0048665423,-0.0227751413,0.0325487527,0.0003711126,0.0000073810,-0.9960929625
27.3050000000,-0.0048617766,-0.0227649996,0.0325317400,0.0003709261,0.0000073736,-0.9960968816
27.3100000000,-0.0048570156,-0.0227548617,0.0325147364,0.0003707397,0.0000073662,-0.9961007967
27.3150000000,-0.0048522592,-0.0227447276,0.0324977421,0.0003705534,0.0000073588,-0.9961047079
27.3200000000,-0.0048475074,-0.0227345973,0.0324807570,0.0003703671,0.0000073514,-0.9961086152
27.3250000000,-0.0048427602,-0.0227244708,0.0324637810,0.0003701810,0.0000073440,-0.9961125186
27.3300000000,-0.0048380177,-0.0227143481,0.0324468142,0.0003699950,0.0000073367,-0.9961164180
27.3350000000,-0.0048332798,-0.0227042292,0.0324298565,0.0003698091,0.0000073293,-0.9961203135
27.3400000000,-0.0048285465,-0.0226941141,0.0324129081,0.0003696232,0.0000073219,-0.9961242050
27.3450000000,-0.0048238178,-0.0226840028,0.0323959687,0.0003694375,0.0000073146,-0.9961280927
27.3500000000,-0.0048190938,-0.0226738953,0.0323790385,0.0003692518,0.0000073073,-0.9961319764
27.3550000000,-0.0048143743,-0.0226637916,0.0323621175,0.0003690663,0.0000072999,-0.9961358563
27.3600000000,-0.0048096594,-0.0226536917,0.0323452056,0.0003688808,0.0000072926,-0.9961397322
27.3650000000,-0.0048049492,-0.0226435956,0.0323283029,0.0003686954,0.0000072853,-0.9961436042
27.3700000000,-0.0048002435,-0.0226335033,0.0323114092,0.0003685101,0.0000072780,-0.9961474724
27.3750000000,-0.0047955424,-0.0226234148,0.0322945247,0.0003683250,0.0000072707,-0.9961513366
27.3800000000,-0.0047908459,-0.0226133301,0.0322776493,0.0003681399,0.0000072634,-0.9961551970
27.3850000000,-0.0047861540,-0.0226032492,0.0322607830,0.0003679549,0.0000072561,-0.9961590535
27.3900000000,-0.0047814667,-0.0225931721,0.0322439258,0.0003677700,0.0000072488,-0.9961629061
27.3950000000,-0.0047767839,-0.0225830988,0.0322270778,0.0003675852,0.0000072416,-0.9961667548
27.4000000000,-0.0047721057,-0.0225730292,0.0322102388,0.0003674004,0.0000072343,-0.9961705996
27.4050000000,-0.0047674320,-0.0225629635,0.0321934089,0.0003672158,0.0000072270,-0.9961744406
27.4100000000,-0.0047627629,-0.0225529016,0.0321765881,0.0003670313,0.0000072198,-0.9961782777
27.4150000000,-0.0047580984,-0.0225428435,0.0321597763,0.0003668468,0.0000072125,-0.9961821110
27.4200000000,-0.0047534384,-0.0225327892,0.0321429737,0.0003666625,0.0000072053,-0.9961859404
27.4250000000,-0.0047487829,-0.0225227386,0.0321261801,0.0003664783,0.0000071981,-0.9961897659
27.4300000000,-0.0047441320,-0.0225126919,0.0321093956,0.0003662941,0.0000071909,-0.9961935876
27.4350000000,-0.0047394856,-0.0225026490,0.0320926201,0.0003661100,0.0000071837,-0.9961974055
27.4400000000,-0.0047348437,-0.0224926098,0.0320758537,0.0003659261,0.0000071765,-0.9962012195
27.4450000000,-0.0047302064,-0.0224825745,0.0320590963,0.0003657422,0.0000071693,-0.9962050297
27.4500000000,-0.0047255736,-0.0224725429,0.0320423480,0.0003655584,0.0000071621,-0.9962088360
27.4550000000,-0.0047209453,-0.0224625152,0.0320256087,0.0003653747,0.0000071549,-0.9962126385
27.4600000000,-0.0047163215,-0.0224524912,0.0320088785,0.0003651911,0.0000071477,-0.9962164372
27.4650000000,-0.0047117023,-0.0224424710,0.0319921573,0.0003650076,0.0000071405,-0.9962202321
27.4700000000,-0.0047070875,-0.0224324546,0.0319754451,0.0003648242,0.0000071334,-0.9962240231
27.4750000000,-0.0047024772,-0.0224224421,0.0319587419,0.0003646409,0.0000071262,-0.9962278104
27.4800000000,-0.0046978715,-0.0224124333,0.0319420477,0.0003644576,0.0000071191,-0.9962315938
27.4850000000,-0.0046932702,-0.0224024283,0.0319253625,0.0003642745,0.0000071119,-0.9962353734
27.4900000000,-0.0046886734,-0.0223924271,0.0319086864,0.0003640914,0.0000071048,-0.9962391492
27.4950000000,-0.0046840811,-0.0223824296,0.0318920192,0.0003639085,0.0000070977,-0.9962429212
27.5000000000,-0.0046794932,-0.0223724360,0.0318753610,0.0003637256,0.0000070906,-0.9962466895
27.5050000000,-0.0046749099,-0.0223624462,0.0318587118,0.0003635429,0.0000070834,-0.9962504539
27.5100000000,-0.0046703310,-0.0223524601,0.0318420716,0.0003633602,0.0000070763,-0.9962542145
27.5150000000,-0.0046657566,-0.0223424779,0.0318254404,0.0003631776,0.0000070692,-0.9962579714
27.5200000000,-0.0046611866,-0.0223324994,0.0318088181,0.0003629951,0.0000070621,-0.9962617245
27.5250000000,-0.0046566211,-0.0223225247,0.0317922048,0.0003628127,0.0000070551,-0.9962654738
27.5300000000,-0.0046520600,-0.0223125538,0.0317756004,0.0003626304,0.0000070480,-0.9962692193
27.5350000000,-0.0046475034,-0.0223025867,0.0317590050,0.0003624482,0.0000070409,-0.9962729611
27.5400000000,-0.0046429512,-0.0222926234,0.0317424186,0.0003622661,0.0000070339,-0.9962766991
27.5450000000,-0.0046384035,-0.0222826639,0.0317258411,0.0003620840,0.0000070268,-0.9962804334
27.5500000000,-0.0046338602,-0.0222727081,0.0317092725,0.0003619021,0.0000070198,-0.9962841638
27.5550000000,-0.0046293214,-0.0222627562,0.0316927129,0.0003617202,0.0000070127,-0.9962878906
27.5600000000,-0.0046247869,-0.0222528080,0.0316761622,0.0003615385,0.0000070057,-0.9962916136
27.5650000000,-0.0046202569,-0.0222428636,0.0316596204,0.0003613568,0.0000069987,-0.9962953328
27.5700000000,-0.0046157313,-0.0222329230,0.0316430875,0.0003611753,0.0000069916,-0.9962990483
27.5750000000,-0.0046112101,-0.0222229862,0.0316265635,0.0003609938,0.0000069846,-0.9963027601
27.5800000000,-0.0046066934,-0.0222130532,0.0316100485,0.0003608124,0.0000069776,-0.9963064681
27.5850000000,-0.0046021810,-0.0222031239,0.0315935423,0.0003606311,0.0000069706,-0.9963101724
27.5900000000,-0.0045976730,-0.0221931985,0.0315770451,0.0003604499,0.0000069636,-0.9963138730
27.5950000000,-0.0045931694,-0.0221832768,0.0315605567,0.0003602688,0.0000069566,-0.9963175698
27.6000000000,-0.0045886703,-0.0221733589,0.0315440773,0.0003600877,0.0000069497,-0.9963212630
27.6050000000,-0.0045841755,-0.0221634448,0.0315276067,0.0003599068,0.0000069427,-0.9963249524
27.6100000000,-0.0045796851,-0.0221535345,0.0315111449,0.0003597260,0.0000069357,-0.9963286381
27.6150000000,-0.0045751990,-0.0221436279,0.0314946921,0.0003595452,0.0000069288,-0.9963323201
27.6200000000,-0.0045707174,-0.0221337251,0.0314782481,0.0003593646,0.0000069218,-0.9963359984
27.6250000000,-0.0045662401,-0.0221238262,0.0314618130,0.0003591840,0.0000069149,-0.9963396730
27.6300000000,-0.0045617672,-0.0221139310,0.0314453867,0.0003590035,0.0000069080,-0.9963433439
27.6350000000,-0.0045572986,-0.0221040395,0.0314289693,0.0003588231,0.0000069010,-0.9963470111
27.6400000000,-0.0045528344,-0.0220941519,0.0314125607,0.0003586428,0.0000068941,-0.9963506746
27.6450000000,-0.0045483746,-0.0220842680,0.0313961610,0.0003584626,0.0000068872,-0.9963543345
27.6500000000,-0.0045439191,-0.0220743879,0.0313797701,0.0003582825,0.0000068803,-0.9963579906
27.6550000000,-0.0045394680,-0.0220645116,0.0313633880,0.0003581025,0.0000068734,-0.9963616431
