u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,x_e,y_e,z_e
178.1209364086,-0.0000000000,17.2367753481,0.0000000000,-0.0007194686,0.0000000000,0.9987454467,-0.0000000000,0.0500752706,0.0000000000,2701.4087429982,0.0000000000,-9021.0765250409
178.1204434661,-0.0000000000,17.2367306475,0.0000000000,-0.0007198547,0.0000000000,0.9987458070,-0.0000000000,0.0500680830,0.0000000000,2704.9877732384,0.0000000000,-9021.0898231683
178.1199534511,-0.0000000000,17.2366861944,0.0000000000,-0.0007202387,0.0000000000,0.9987461675,-0.0000000000,0.0500608915,0.0000000000,2708.5667938001,0.0000000000,-9021.1030696721
178.1194663646,-0.0000000000,17.2366419887,0.0000000000,-0.0007206208,0.0000000000,0.9987465281,-0.0000000000,0.0500536963,0.0000000000,2712.1458047416,0.0000000000,-9021.1162645260
178.1189822074,-0.0000000000,17.2365980305,0.0000000000,-0.0007210010,0.0000000000,0.9987468889,-0.0000000000,0.0500464972,0.0000000000,2715.7248061209,0.0000000000,-9021.1294077040
178.1185009802,-0.0000000000,17.2365543196,0.0000000000,-0.0007213791,0.0000000000,0.9987472498,-0.0000000000,0.0500392943,0.0000000000,2719.3037979963,0.0000000000,-9021.1424991801
178.1180226838,-0.0000000000,17.2365108562,0.0000000000,-0.0007217553,0.0000000000,0.9987476109,-0.0000000000,0.0500320877,0.0000000000,2722.8827804259,0.0000000000,-9021.1555389283
178.1175473191,-0.0000000000,17.2364676402,0.0000000000,-0.0007221296,0.0000000000,0.9987479720,-0.0000000000,0.0500248773,0.0000000000,2726.4617534678,0.0000000000,-9021.1685269230
178.1170748869,-0.0000000000,17.2364246716,0.0000000000,-0.0007225018,0.0000000000,0.9987483333,-0.0000000000,0.0500176632,0.0000000000,2730.0407171803,0.0000000000,-9021.1814631385
178.1166053880,-0.0000000000,17.2363819505,0.0000000000,-0.0007228721,0.0000000000,0.9987486948,-0.0000000000,0.0500104454,0.0000000000,2733.6196716215,0.0000000000,-9021.1943475495
178.1161388231,-0.0000000000,17.2363394767,0.0000000000,-0.0007232404,0.0000000000,0.9987490564,-0.0000000000,0.0500032238,0.0000000000,2737.1986168497,0.0000000000,-9021.2071801307
178.1156751930,-0.0000000000,17.2362972504,0.0000000000,-0.0007236067,0.0000000000,0.9987494181,-0.0000000000,0.0499959987,0.0000000000,2740.7775529232,0.0000000000,-9021.2199608569
178.1152144984,-0.0000000000,17.2362552714,0.0000000000,-0.0007239711,0.0000000000,0.9987497799,-0.0000000000,0.0499887698,0.0000000000,2744.3564799000,0.0000000000,-9021.2326897030
178.1147567402,-0.0000000000,17.2362135399,0.0000000000,-0.0007243335,0.0000000000,0.9987501419,-0.0000000000,0.0499815373,0.0000000000,2747.9353978386,0.0000000000,-9021.2453666443
178.1143019190,-0.0000000000,17.2361720558,0.0000000000,-0.0007246939,0.0000000000,0.9987505040,-0.0000000000,0.0499743013,0.0000000000,2751.5143067972,0.0000000000,-9021.2579916559
178.1138500356,-0.0000000000,17.2361308191,0.0000000000,-0.0007250523,0.0000000000,0.9987508662,-0.0000000000,0.0499670616,0.0000000000,2755.0932068341,0.0000000000,-9021.2705647133
178.1134010907,-0.0000000000,17.2360898299,0.0000000000,-0.0007254087,0.0000000000,0.9987512286,-0.0000000000,0.0499598183,0.0000000000,2758.6720980075,0.0000000000,-9021.2830857920
178.1129550851,-0.0000000000,17.2360490881,0.0000000000,-0.0007257632,0.0000000000,0.9987515910,-0.0000000000,0.0499525715,0.0000000000,2762.2509803759,0.0000000000,-9021.2955548678
178.1125120194,-0.0000000000,17.2360085938,0.0000000000,-0.0007261157,0.0000000000,0.9987519536,-0.0000000000,0.0499453212,0.0000000000,2765.8298539974,0.0000000000,-9021.3079719164
178.1120718945,-0.0000000000,17.2359683470,0.0000000000,-0.0007264662,0.0000000000,0.9987523164,-0.0000000000,0.0499380673,0.0000000000,2769.4087189305,0.0000000000,-9021.3203369138
178.1116347108,-0.0000000000,17.2359283476,0.0000000000,-0.0007268147,0.0000000000,0.9987526792,-0.0000000000,0.0499308100,0.0000000000,2772.9875752335,0.0000000000,-9021.3326498361
178.1112004692,-0.0000000000,17.2358885958,0.0000000000,-0.0007271612,0.0000000000,0.9987530422,-0.0000000000,0.0499235492,0.0000000000,2776.5664229647,0.0000000000,-9021.3449106596
178.1107691704,-0.0000000000,17.2358490915,0.0000000000,-0.0007275057,0.0000000000,0.9987534053,-0.0000000000,0.0499162849,0.0000000000,2780.1452621826,0.0000000000,-9021.3571193606
178.1103408149,-0.0000000000,17.2358098348,0.0000000000,-0.0007278483,0.0000000000,0.9987537685,-0.0000000000,0.0499090172,0.0000000000,2783.7240929455,0.0000000000,-9021.3692759158
178.1099154036,-0.0000000000,17.2357708257,0.0000000000,-0.0007281888,0.0000000000,0.9987541318,-0.0000000000,0.0499017461,0.0000000000,2787.3029153119,0.0000000000,-9021.3813803017
178.1094929369,-0.0000000000,17.2357320643,0.0000000000,-0.0007285274,0.0000000000,0.9987544952,-0.0000000000,0.0498944716,0.0000000000,2790.8817293400,0.0000000000,-9021.3934324952
178.1090734156,-0.0000000000,17.2356935505,0.0000000000,-0.0007288639,0.0000000000,0.9987548588,-0.0000000000,0.0498871937,0.0000000000,2794.4605350884,0.0000000000,-9021.4054324732
178.1086568403,-0.0000000000,17.2356552843,0.0000000000,-0.0007291985,0.0000000000,0.9987552224,-0.0000000000,0.0498799125,0.0000000000,2798.0393326155,0.0000000000,-9021.4173802129
178.1082432116,-0.0000000000,17.2356172659,0.0000000000,-0.0007295311,0.0000000000,0.9987555862,-0.0000000000,0.0498726279,0.0000000000,2801.6181219797,0.0000000000,-9021.4292756914
178.1078325302,-0.0000000000,17.2355794953,0.0000000000,-0.0007298616,0.0000000000,0.9987559501,-0.0000000000,0.0498653400,0.0000000000,2805.1969032395,0.0000000000,-9021.4411188862
178.1074247967,-0.0000000000,17.2355419725,0.0000000000,-0.0007301902,0.0000000000,0.9987563141,-0.0000000000,0.0498580488,0.0000000000,2808.7756764534,0.0000000000,-9021.4529097747
178.1070200117,-0.0000000000,17.2355046976,0.0000000000,-0.0007305168,0.0000000000,0.9987566782,-0.0000000000,0.0498507544,0.0000000000,2812.3544416798,0.0000000000,-9021.4646483346
178.1066181757,-0.0000000000,17.2354676705,0.0000000000,-0.0007308414,0.0000000000,0.9987570424,-0.0000000000,0.0498434567,0.0000000000,2815.9331989772,0.0000000000,-9021.4763345438
178.1062192894,-0.0000000000,17.2354308914,0.0000000000,-0.0007311639,0.0000000000,0.9987574068,-0.0000000000,0.0498361557,0.0000000000,2819.5119484041,0.0000000000,-9021.4879683801
178.1058233534,-0.0000000000,17.2353943603,0.0000000000,-0.0007314845,0.0000000000,0.9987577712,-0.0000000000,0.0498288516,0.0000000000,2823.0906900190,0.0000000000,-9021.4995498217
178.1054303681,-0.0000000000,17.2353580773,0.0000000000,-0.0007318031,0.0000000000,0.9987581358,-0.0000000000,0.0498215442,0.0000000000,2826.6694238805,0.0000000000,-9021.5110788468
178.1050403343,-0.0000000000,17.2353220423,0.0000000000,-0.0007321196,0.0000000000,0.9987585004,-0.0000000000,0.0498142337,0.0000000000,2830.2481500470,0.0000000000,-9021.5225554336
178.1046532524,-0.0000000000,17.2352862556,0.0000000000,-0.0007324342,0.0000000000,0.9987588652,-0.0000000000,0.0498069200,0.0000000000,2833.8268685771,0.0000000000,-9021.5339795609
178.1042691229,-0.0000000000,17.2352507170,0.0000000000,-0.0007327467,0.0000000000,0.9987592300,-0.0000000000,0.0497996032,0.0000000000,2837.4055795294,0.0000000000,-9021.5453512071
178.1038879466,-0.0000000000,17.2352154268,0.0000000000,-0.0007330572,0.0000000000,0.9987595950,-0.0000000000,0.0497922833,0.0000000000,2840.9842829624,0.0000000000,-9021.5566703510
178.1035097237,-0.0000000000,17.2351803849,0.0000000000,-0.0007333658,0.0000000000,0.9987599600,-0.0000000000,0.0497849602,0.0000000000,2844.5629789347,0.0000000000,-9021.5679369717
178.1031344550,-0.0000000000,17.2351455914,0.0000000000,-0.0007336723,0.0000000000,0.9987603252,-0.0000000000,0.0497776341,0.0000000000,2848.1416675048,0.0000000000,-9021.5791510482
178.1027621408,-0.0000000000,17.2351110463,0.0000000000,-0.0007339768,0.0000000000,0.9987606904,-0.0000000000,0.0497703050,0.0000000000,2851.7203487313,0.0000000000,-9021.5903125596
178.1023927818,-0.0000000000,17.2350767499,0.0000000000,-0.0007342792,0.0000000000,0.9987610558,-0.0000000000,0.0497629728,0.0000000000,2855.2990226729,0.0000000000,-9021.6014214854
178.1020263784,-0.0000000000,17.2350427020,0.0000000000,-0.0007345797,0.0000000000,0.9987614212,-0.0000000000,0.0497556376,0.0000000000,2858.8776893881,0.0000000000,-9021.6124778050
178.1016629311,-0.0000000000,17.2350089028,0.0000000000,-0.0007348781,0.0000000000,0.9987617868,-0.0000000000,0.0497482994,0.0000000000,2862.4563489356,0.0000000000,-9021.6234814981
178.1013024403,-0.0000000000,17.2349753524,0.0000000000,-0.0007351745,0.0000000000,0.9987621524,-0.0000000000,0.0497409583,0.0000000000,2866.0350013739,0.0000000000,-9021.6344325445
178.1009449066,-0.0000000000,17.2349420508,0.0000000000,-0.0007354689,0.0000000000,0.9987625181,-0.0000000000,0.0497336141,0.0000000000,2869.6136467617,0.0000000000,-9021.6453309240
178.1005903305,-0.0000000000,17.2349089981,0.0000000000,-0.0007357613,0.0000000000,0.9987628840,-0.0000000000,0.0497262671,0.0000000000,2873.1922851577,0.0000000000,-9021.6561766168
178.1002387123,-0.0000000000,17.2348761944,0.0000000000,-0.0007360517,0.0000000000,0.9987632499,-0.0000000000,0.0497189171,0.0000000000,2876.7709166204,0.0000000000,-9021.6669696030
178.0998900525,-0.0000000000,17.2348436398,0.0000000000,-0.0007363400,0.0000000000,0.9987636159,-0.0000000000,0.0497115643,0.0000000000,2880.3495412086,0.0000000000,-9021.6777098629
178.0995443516,-0.0000000000,17.2348113343,0.0000000000,-0.0007366263,0.0000000000,0.9987639820,-0.0000000000,0.0497042085,0.0000000000,2883.9281589808,0.0000000000,-9021.6883973772
178.0992016100,-0.0000000000,17.2347792780,0.0000000000,-0.0007369106,0.0000000000,0.9987643481,-0.0000000000,0.0496968500,0.0000000000,2887.5067699958,0.0000000000,-9021.6990321263
178.0988618282,-0.0000000000,17.2347474710,0.0000000000,-0.0007371929,0.0000000000,0.9987647144,-0.0000000000,0.0496894885,0.0000000000,2891.0853743122,0.0000000000,-9021.7096140911
178.0985250065,-0.0000000000,17.2347159133,0.0000000000,-0.0007374731,0.0000000000,0.9987650807,-0.0000000000,0.0496821243,0.0000000000,2894.6639719888,0.0000000000,-9021.7201432525
178.0981911453,-0.0000000000,17.2346846051,0.0000000000,-0.0007377513,0.0000000000,0.9987654472,-0.0000000000,0.0496747573,0.0000000000,2898.2425630841,0.0000000000,-9021.7306195915
178.0978602452,-0.0000000000,17.2346535465,0.0000000000,-0.0007380275,0.0000000000,0.9987658137,-0.0000000000,0.0496673875,0.0000000000,2901.8211476569,0.0000000000,-9021.7410430894
178.0975323063,-0.0000000000,17.2346227374,0.0000000000,-0.0007383016,0.0000000000,0.9987661803,-0.0000000000,0.0496600150,0.0000000000,2905.3997257659,0.0000000000,-9021.7514137274
178.0972073292,-0.0000000000,17.2345921781,0.0000000000,-0.0007385737,0.0000000000,0.9987665470,-0.0000000000,0.0496526397,0.0000000000,2908.9782974699,0.0000000000,-9021.7617314870
178.0968853142,-0.0000000000,17.2345618685,0.0000000000,-0.0007388438,0.0000000000,0.9987669137,-0.0000000000,0.0496452617,0.0000000000,2912.5568628275,0.0000000000,-9021.7719963499
178.0965662617,-0.0000000000,17.2345318088,0.0000000000,-0.0007391118,0.0000000000,0.9987672806,-0.0000000000,0.0496378811,0.0000000000,2916.1354218974,0.0000000000,-9021.7822082979
178.0962501721,-0.0000000000,17.2345019990,0.0000000000,-0.0007393779,0.0000000000,0.9987676475,-0.0000000000,0.0496304977,0.0000000000,2919.7139747384,0.0000000000,-9021.7923673127
178.0959370456,-0.0000000000,17.2344724392,0.0000000000,-0.0007396418,0.0000000000,0.9987680145,-0.0000000000,0.0496231117,0.0000000000,2923.2925214092,0.0000000000,-9021.8024733766
178.0956268827,-0.0000000000,17.2344431296,0.0000000000,-0.0007399038,0.0000000000,0.9987683816,-0.0000000000,0.0496157231,0.0000000000,2926.8710619685,0.0000000000,-9021.8125264716
178.0953196836,-0.0000000000,17.2344140701,0.0000000000,-0.0007401637,0.0000000000,0.9987687487,-0.0000000000,0.0496083319,0.0000000000,2930.4495964752,0.0000000000,-9021.8225265801
178.0950154488,-0.0000000000,17.2343852609,0.0000000000,-0.0007404216,0.0000000000,0.9987691159,-0.0000000000,0.0496009381,0.0000000000,2934.0281249879,0.0000000000,-9021.8324736846
178.0947141784,-0.0000000000,17.2343567020,0.0000000000,-0.0007406774,0.0000000000,0.9987694832,-0.0000000000,0.0495935417,0.0000000000,2937.6066475654,0.0000000000,-9021.8423677676
178.0944158730,-0.0000000000,17.2343283935,0.0000000000,-0.0007409312,0.0000000000,0.9987698506,-0.0000000000,0.0495861428,0.0000000000,2941.1851642665,0.0000000000,-9021.8522088120
178.0941205326,-0.0000000000,17.2343003355,0.0000000000,-0.0007411830,0.0000000000,0.9987702180,-0.0000000000,0.0495787413,0.0000000000,2944.7636751500,0.0000000000,-9021.8619968007
178.0938281577,-0.0000000000,17.2342725281,0.0000000000,-0.0007414327,0.0000000000,0.9987705855,-0.0000000000,0.0495713373,0.0000000000,2948.3421802745,0.0000000000,-9021.8717317166
178.0935387485,-0.0000000000,17.2342449714,0.0000000000,-0.0007416804,0.0000000000,0.9987709531,-0.0000000000,0.0495639309,0.0000000000,2951.9206796989,0.0000000000,-9021.8814135430
178.0932523054,-0.0000000000,17.2342176653,0.0000000000,-0.0007419261,0.0000000000,0.9987713207,-0.0000000000,0.0495565220,0.0000000000,2955.4991734821,0.0000000000,-9021.8910422632
178.0929688285,-0.0000000000,17.2341906101,0.0000000000,-0.0007421697,0.0000000000,0.9987716884,-0.0000000000,0.0495491106,0.0000000000,2959.0776616826,0.0000000000,-9021.9006178607
178.0926883181,-0.0000000000,17.2341638058,0.0000000000,-0.0007424113,0.0000000000,0.9987720562,-0.0000000000,0.0495416968,0.0000000000,2962.6561443595,0.0000000000,-9021.9101403190
178.0924107746,-0.0000000000,17.2341372524,0.0000000000,-0.0007426509,0.0000000000,0.9987724241,-0.0000000000,0.0495342806,0.0000000000,2966.2346215713,0.0000000000,-9021.9196096220
178.0921361980,-0.0000000000,17.2341109500,0.0000000000,-0.0007428884,0.0000000000,0.9987727919,-0.0000000000,0.0495268620,0.0000000000,2969.8130933771,0.0000000000,-9021.9290257535
178.0918645888,-0.0000000000,17.2340848987,0.0000000000,-0.0007431238,0.0000000000,0.9987731599,-0.0000000000,0.0495194411,0.0000000000,2973.3915598354,0.0000000000,-9021.9383886976
178.0915959471,-0.0000000000,17.2340590985,0.0000000000,-0.0007433573,0.0000000000,0.9987735279,-0.0000000000,0.0495120178,0.0000000000,2976.9700210053,0.0000000000,-9021.9476984384
178.0913302732,-0.0000000000,17.2340335496,0.0000000000,-0.0007435886,0.0000000000,0.9987738960,-0.0000000000,0.0495045922,0.0000000000,2980.5484769453,0.0000000000,-9021.9569549603
178.0910675672,-0.0000000000,17.2340082520,0.0000000000,-0.0007438180,0.0000000000,0.9987742642,-0.0000000000,0.0494971643,0.0000000000,2984.1269277145,0.0000000000,-9021.9661582477
178.0908078294,-0.0000000000,17.2339832057,0.0000000000,-0.0007440453,0.0000000000,0.9987746323,-0.0000000000,0.0494897341,0.0000000000,2987.7053733716,0.0000000000,-9021.9753082852
178.0905510599,-0.0000000000,17.2339584108,0.0000000000,-0.0007442706,0.0000000000,0.9987750006,-0.0000000000,0.0494823016,0.0000000000,2991.2838139754,0.0000000000,-9021.9844050577
178.0902972591,-0.0000000000,17.2339338674,0.0000000000,-0.0007444938,0.0000000000,0.9987753689,-0.0000000000,0.0494748669,0.0000000000,2994.8622495847,0.0000000000,-9021.9934485500
178.0900464269,-0.0000000000,17.2339095756,0.0000000000,-0.0007447150,0.0000000000,0.9987757373,-0.0000000000,0.0494674300,0.0000000000,2998.4406802585,0.0000000000,-9022.0024387471
178.0897985637,-0.0000000000,17.2338855353,0.0000000000,-0.0007449341,0.0000000000,0.9987761057,-0.0000000000,0.0494599908,0.0000000000,3002.0191060554,0.0000000000,-9022.0113756342
178.0895536696,-0.0000000000,17.2338617466,0.0000000000,-0.0007451512,0.0000000000,0.9987764742,-0.0000000000,0.0494525495,0.0000000000,3005.5975270343,0.0000000000,-9022.0202591966
178.0893117448,-0.0000000000,17.2338382097,0.0000000000,-0.0007453663,0.0000000000,0.9987768427,-0.0000000000,0.0494451061,0.0000000000,3009.1759432541,0.0000000000,-9022.0290894198
178.0890727893,-0.0000000000,17.2338149245,0.0000000000,-0.0007455793,0.0000000000,0.9987772113,-0.0000000000,0.0494376604,0.0000000000,3012.7543547736,0.0000000000,-9022.0378662894
178.0888368034,-0.0000000000,17.2337918911,0.0000000000,-0.0007457903,0.0000000000,0.9987775799,-0.0000000000,0.0494302127,0.0000000000,3016.3327616517,0.0000000000,-9022.0465897912
178.0886037872,-0.0000000000,17.2337691096,0.0000000000,-0.0007459992,0.0000000000,0.9987779485,-0.0000000000,0.0494227629,0.0000000000,3019.9111639471,0.0000000000,-9022.0552599110
178.0883737409,-0.0000000000,17.2337465799,0.0000000000,-0.0007462061,0.0000000000,0.9987783173,-0.0000000000,0.0494153110,0.0000000000,3023.4895617188,0.0000000000,-9022.0638766349
178.0881466645,-0.0000000000,17.2337243022,0.0000000000,-0.0007464110,0.0000000000,0.9987786860,-0.0000000000,0.0494078570,0.0000000000,3027.0679550255,0.0000000000,-9022.0724399491
178.0879225581,-0.0000000000,17.2337022765,0.0000000000,-0.0007466138,0.0000000000,0.9987790548,-0.0000000000,0.0494004010,0.0000000000,3030.6463439261,0.0000000000,-9022.0809498398
178.0877014219,-0.0000000000,17.2336805027,0.0000000000,-0.0007468146,0.0000000000,0.9987794237,-0.0000000000,0.0493929430,0.0000000000,3034.2247284795,0.0000000000,-9022.0894062936
178.0874832559,-0.0000000000,17.2336589810,0.0000000000,-0.0007470133,0.0000000000,0.9987797926,-0.0000000000,0.0493854829,0.0000000000,3037.8031087445,0.0000000000,-9022.0978092970
178.0872680604,-0.0000000000,17.2336377115,0.0000000000,-0.0007472100,0.0000000000,0.9987801615,-0.0000000000,0.0493780209,0.0000000000,3041.3814847799,0.0000000000,-9022.1061588369
178.0870558352,-0.0000000000,17.2336166940,0.0000000000,-0.0007474047,0.0000000000,0.9987805305,-0.0000000000,0.0493705570,0.0000000000,3044.9598566447,0.0000000000,-9022.1144549000
178.0868465806,-0.0000000000,17.2335959287,0.0000000000,-0.0007475973,0.0000000000,0.9987808995,-0.0000000000,0.0493630911,0.0000000000,3048.5382243976,0.0000000000,-9022.1226974735
178.0866402965,-0.0000000000,17.2335754155,0.0000000000,-0.0007477879,0.0000000000,0.9987812686,-0.0000000000,0.0493556233,0.0000000000,3052.1165880975,0.0000000000,-9022.1308865445
178.0864369831,-0.0000000000,17.2335551546,0.0000000000,-0.0007479764,0.0000000000,0.9987816377,-0.0000000000,0.0493481536,0.0000000000,3055.6949478032,0.0000000000,-9022.1390221003
178.0862366404,-0.0000000000,17.2335351459,0.0000000000,-0.0007481629,0.0000000000,0.9987820068,-0.0000000000,0.0493406820,0.0000000000,3059.2733035737,0.0000000000,-9022.1471041284
178.0860392684,-0.0000000000,17.2335153894,0.0000000000,-0.0007483474,0.0000000000,0.9987823760,-0.0000000000,0.0493332085,0.0000000000,3062.8516554677,0.0000000000,-9022.1551326164
178.0858448671,-0.0000000000,17.2334958853,0.0000000000,-0.0007485298,0.0000000000,0.9987827452,-0.0000000000,0.0493257332,0.0000000000,3066.4300035442,0.0000000000,-9022.1631075521
178.0856534367,-0.0000000000,17.2334766334,0.0000000000,-0.0007487102,0.0000000000,0.9987831144,-0.0000000000,0.0493182562,0.0000000000,3070.0083478619,0.0000000000,-9022.1710289233
178.0854649771,-0.0000000000,17.2334576338,0.0000000000,-0.0007488885,0.0000000000,0.9987834837,-0.0000000000,0.0493107773,0.0000000000,3073.5866884797,0.0000000000,-9022.1788967181
178.0852794883,-0.0000000000,17.2334388865,0.0000000000,-0.0007490648,0.0000000000,0.9987838530,-0.0000000000,0.0493032966,0.0000000000,3077.1650254564,0.0000000000,-9022.1867109247
178.0850969703,-0.0000000000,17.2334203916,0.0000000000,-0.0007492391,0.0000000000,0.9987842223,-0.0000000000,0.0492958142,0.0000000000,3080.7433588510,0.0000000000,-9022.1944715313
178.0849174232,-0.0000000000,17.2334021491,0.0000000000,-0.0007494113,0.0000000000,0.9987845917,-0.0000000000,0.0492883301,0.0000000000,3084.3216887222,0.0000000000,-9022.2021785265
178.0847408469,-0.0000000000,17.2333841588,0.0000000000,-0.0007495815,0.0000000000,0.9987849610,-0.0000000000,0.0492808442,0.0000000000,3087.9000151290,0.0000000000,-9022.2098318989
178.0845672413,-0.0000000000,17.2333664210,0.0000000000,-0.0007497497,0.0000000000,0.9987853305,-0.0000000000,0.0492733567,0.0000000000,3091.4783381300,0.0000000000,-9022.2174316371
178.0843966066,-0.0000000000,17.2333489355,0.0000000000,-0.0007499158,0.0000000000,0.9987856999,-0.0000000000,0.0492658674,0.0000000000,3095.0566577843,0.0000000000,-9022.2249777302
178.0842289426,-0.0000000000,17.2333317024,0.0000000000,-0.0007500799,0.0000000000,0.9987860694,-0.0000000000,0.0492583766,0.0000000000,3098.6349741507,0.0000000000,-9022.2324701671
178.0840642492,-0.0000000000,17.2333147216,0.0000000000,-0.0007502419,0.0000000000,0.9987864388,-0.0000000000,0.0492508841,0.0000000000,3102.2132872879,0.0000000000,-9022.2399089371
178.0839025265,-0.0000000000,17.2332979932,0.0000000000,-0.0007504019,0.0000000000,0.9987868084,-0.0000000000,0.0492433899,0.0000000000,3105.7915972548,0.0000000000,-9022.2472940294
178.0837437744,-0.0000000000,17.2332815172,0.0000000000,-0.0007505599,0.0000000000,0.9987871779,-0.0000000000,0.0492358942,0.0000000000,3109.3699041103,0.0000000000,-9022.2546254335
178.0835879928,-0.0000000000,17.2332652935,0.0000000000,-0.0007507158,0.0000000000,0.9987875474,-0.0000000000,0.0492283969,0.0000000000,3112.9482079132,0.0000000000,-9022.2619031390
178.0834351817,-0.0000000000,17.2332493222,0.0000000000,-0.0007508697,0.0000000000,0.9987879170,-0.0000000000,0.0492208981,0.0000000000,3116.5265087224,0.0000000000,-9022.2691271357
178.0832853409,-0.0000000000,17.2332336033,0.0000000000,-0.0007510216,0.0000000000,0.9987882866,-0.0000000000,0.0492133978,0.0000000000,3120.1048065966,0.0000000000,-9022.2762974135
178.0831384703,-0.0000000000,17.2332181366,0.0000000000,-0.0007511714,0.0000000000,0.9987886562,-0.0000000000,0.0492058959,0.0000000000,3123.6831015947,0.0000000000,-9022.2834139624
178.0829945700,-0.0000000000,17.2332029223,0.0000000000,-0.0007513192,0.0000000000,0.9987890259,-0.0000000000,0.0491983925,0.0000000000,3127.2613937756,0.0000000000,-9022.2904767725
178.0828536397,-0.0000000000,17.2331879603,0.0000000000,-0.0007514650,0.0000000000,0.9987893955,-0.0000000000,0.0491908877,0.0000000000,3130.8396831980,0.0000000000,-9022.2974858343
178.0827156794,-0.0000000000,17.2331732506,0.0000000000,-0.0007516087,0.0000000000,0.9987897652,-0.0000000000,0.0491833814,0.0000000000,3134.4179699207,0.0000000000,-9022.3044411382
178.0825806889,-0.0000000000,17.2331587932,0.0000000000,-0.0007517504,0.0000000000,0.9987901348,-0.0000000000,0.0491758737,0.0000000000,3137.9962540027,0.0000000000,-9022.3113426748
178.0824486681,-0.0000000000,17.2331445881,0.0000000000,-0.0007518900,0.0000000000,0.9987905045,-0.0000000000,0.0491683646,0.0000000000,3141.5745355026,0.0000000000,-9022.3181904348
178.0823196168,-0.0000000000,17.2331306351,0.0000000000,-0.0007520276,0.0000000000,0.9987908742,-0.0000000000,0.0491608541,0.0000000000,3145.1528144794,0.0000000000,-9022.3249844092
178.0821935350,-0.0000000000,17.2331169345,0.0000000000,-0.0007521632,0.0000000000,0.9987912439,-0.0000000000,0.0491533423,0.0000000000,3148.7310909918,0.0000000000,-9022.3317245890
178.0820704225,-0.0000000000,17.2331034860,0.0000000000,-0.0007522968,0.0000000000,0.9987916136,-0.0000000000,0.0491458291,0.0000000000,3152.3093650987,0.0000000000,-9022.3384109653
178.0819502790,-0.0000000000,17.2330902897,0.0000000000,-0.0007524283,0.0000000000,0.9987919834,-0.0000000000,0.0491383145,0.0000000000,3155.8876368587,0.0000000000,-9022.3450435296
178.0818331045,-0.0000000000,17.2330773455,0.0000000000,-0.0007525578,0.0000000000,0.9987923531,-0.0000000000,0.0491307987,0.0000000000,3159.4659063308,0.0000000000,-9022.3516222732
178.0817188988,-0.0000000000,17.2330646535,0.0000000000,-0.0007526852,0.0000000000,0.9987927228,-0.0000000000,0.0491232816,0.0000000000,3163.0441735737,0.0000000000,-9022.3581471877
178.0816076616,-0.0000000000,17.2330522136,0.0000000000,-0.0007528107,0.0000000000,0.9987930926,-0.0000000000,0.0491157632,0.0000000000,3166.6224386462,0.0000000000,-9022.3646182650
178.0814993928,-0.0000000000,17.2330400258,0.0000000000,-0.0007529341,0.0000000000,0.9987934623,-0.0000000000,0.0491082435,0.0000000000,3170.2007016072,0.0000000000,-9022.3710354970
178.0813940923,-0.0000000000,17.2330280900,0.0000000000,-0.0007530554,0.0000000000,0.9987938321,-0.0000000000,0.0491007227,0.0000000000,3173.7789625152,0.0000000000,-9022.3773988756
178.0812917596,-0.0000000000,17.2330164062,0.0000000000,-0.0007531747,0.0000000000,0.9987942019,-0.0000000000,0.0490932006,0.0000000000,3177.3572214293,0.0000000000,-9022.3837083931
178.0811923948,-0.0000000000,17.2330049745,0.0000000000,-0.0007532920,0.0000000000,0.9987945716,-0.0000000000,0.0490856773,0.0000000000,3180.9354784080,0.0000000000,-9022.3899640417
178.0810959975,-0.0000000000,17.2329937947,0.0000000000,-0.0007534073,0.0000000000,0.9987949414,-0.0000000000,0.0490781529,0.0000000000,3184.5137335103,0.0000000000,-9022.3961658140
178.0810025675,-0.0000000000,17.2329828668,0.0000000000,-0.0007535205,0.0000000000,0.9987953111,-0.0000000000,0.0490706273,0.0000000000,3188.0919867947,0.0000000000,-9022.4023137026
178.0809121046,-0.0000000000,17.2329721908,0.0000000000,-0.0007536317,0.0000000000,0.9987956809,-0.0000000000,0.0490631007,0.0000000000,3191.6702383202,0.0000000000,-9022.4084077002
178.0808246085,-0.0000000000,17.2329617667,0.0000000000,-0.0007537408,0.0000000000,0.9987960506,-0.0000000000,0.0490555729,0.0000000000,3195.2484881454,0.0000000000,-9022.4144477997
178.0807400789,-0.0000000000,17.2329515944,0.0000000000,-0.0007538480,0.0000000000,0.9987964204,-0.0000000000,0.0490480440,0.0000000000,3198.8267363291,0.0000000000,-9022.4204339942
178.0806585157,-0.0000000000,17.2329416739,0.0000000000,-0.0007539531,0.0000000000,0.9987967901,-0.0000000000,0.0490405141,0.0000000000,3202.4049829301,0.0000000000,-9022.4263662768
178.0805799185,-0.0000000000,17.2329320052,0.0000000000,-0.0007540561,0.0000000000,0.9987971599,-0.0000000000,0.0490329831,0.0000000000,3205.9832280069,0.0000000000,-9022.4322446409
178.0805042870,-0.0000000000,17.2329225882,0.0000000000,-0.0007541572,0.0000000000,0.9987975296,-0.0000000000,0.0490254511,0.0000000000,3209.5614716185,0.0000000000,-9022.4380690800
